origin,destination,date_from,date_to,flight_price,hotel_name,stars,address,amenities,hotel_price,total_price
Seattle,Los Angeles,2024-01-06,2024-01-07,181,Null,4,Null,Null,224,405
Seattle,Los Angeles,2024-01-06,2024-01-11,181,Null,5,Null,Null,1340,1521
NYC,Los Angeles,2024-01-06,2024-01-09,251,Null,4,Null,Null,224,475
NYC,Los Angeles,2024-01-06,2024-01-13,251,Null,5,Null,Null,1340,1591
Chicago,Los Angeles,2024-01-06,2024-01-09,219,Null,4,Null,Null,224,443
Chicago,Los Angeles,2024-01-06,2024-01-13,219,Null,5,Null,Null,1340,1559
San Francisco,Los Angeles,2024-01-06,2024-01-11,152,Null,4,Null,Null,224,376
San Francisco,Los Angeles,2024-01-06,2024-01-11,152,Null,5,Null,Null,1340,1492
San Diego,Los Angeles,2024-01-06,2024-01-08,167,Null,4,Null,Null,224,391
San Diego,Los Angeles,2024-01-06,2024-01-10,167,Null,5,Null,Null,1340,1507
Seattle,San Diego,2024-01-06,2024-01-08,167,Null,4,Null,Null,401,568
Seattle,San Diego,2024-01-06,2024-01-10,167,Null,5,Null,Null,855,1022
NYC,San Diego,2024-01-06,2024-01-11,191,Null,4,Null,Null,401,592
NYC,San Diego,2024-01-06,2024-01-08,191,Null,5,Null,Null,855,1046
Chicago,San Diego,2024-01-06,2024-01-10,241,Null,4,Null,Null,401,642
Chicago,San Diego,2024-01-06,2024-01-13,241,Null,5,Null,Null,855,1096
San Francisco,San Diego,2024-01-06,2024-01-10,200,Null,4,Null,Null,401,601
San Francisco,San Diego,2024-01-06,2024-01-08,200,Null,5,Null,Null,855,1055
Los Angeles,San Diego,2024-01-06,2024-01-12,134,Null,4,Null,Null,401,535
Los Angeles,San Diego,2024-01-06,2024-01-12,134,Null,5,Null,Null,855,989
NYC,Seattle,2024-01-06,2024-01-07,320,Null,4,Null,Null,318,638
NYC,Seattle,2024-01-06,2024-01-09,320,Null,5,Null,Null,282,602
Chicago,Seattle,2024-01-06,2024-01-13,234,Null,4,Null,Null,318,552
Chicago,Seattle,2024-01-06,2024-01-09,234,Null,5,Null,Null,282,516
San Francisco,Seattle,2024-01-06,2024-01-09,265,Null,4,Null,Null,318,583
San Francisco,Seattle,2024-01-06,2024-01-11,265,Null,5,Null,Null,282,547
Los Angeles,Seattle,2024-01-06,2024-01-09,153,Null,4,Null,Null,318,471
Los Angeles,Seattle,2024-01-06,2024-01-07,153,Null,5,Null,Null,282,435
San Diego,Seattle,2024-01-06,2024-01-08,211,Null,4,Null,Null,318,529
San Diego,Seattle,2024-01-06,2024-01-13,211,Null,5,Null,Null,282,493
Seattle,NYC,2024-01-07,2024-01-08,408,Null,4,Null,Null,445,853
Seattle,NYC,2024-01-07,2024-01-10,408,Null,5,Null,Null,1337,1745
Chicago,NYC,2024-01-07,2024-01-11,245,Null,4,Null,Null,445,690
Chicago,NYC,2024-01-07,2024-01-14,245,Null,5,Null,Null,1337,1582
San Francisco,NYC,2024-01-07,2024-01-14,243,Null,4,Null,Null,445,688
San Francisco,NYC,2024-01-07,2024-01-09,243,Null,5,Null,Null,1337,1580
Los Angeles,NYC,2024-01-07,2024-01-12,286,Null,4,Null,Null,445,731
Los Angeles,NYC,2024-01-07,2024-01-10,286,Null,5,Null,Null,1337,1623
San Diego,NYC,2024-01-07,2024-01-12,246,Null,4,Null,Null,445,691
San Diego,NYC,2024-01-07,2024-01-11,246,Null,5,Null,Null,1337,1583
Seattle,Chicago,2024-01-07,2024-01-11,290,Null,4,Null,Null,189,479
Seattle,Chicago,2024-01-07,2024-01-09,290,Null,5,Null,Null,1058,1348
NYC,Chicago,2024-01-07,2024-01-14,244,Null,4,Null,Null,189,433
NYC,Chicago,2024-01-07,2024-01-11,244,Null,5,Null,Null,1058,1302
San Francisco,Chicago,2024-01-07,2024-01-12,244,Null,4,Null,Null,189,433
San Francisco,Chicago,2024-01-07,2024-01-12,244,Null,5,Null,Null,1058,1302
Los Angeles,Chicago,2024-01-07,2024-01-11,233,Null,4,Null,Null,189,422
Los Angeles,Chicago,2024-01-07,2024-01-09,233,Null,5,Null,Null,1058,1291
San Diego,Chicago,2024-01-07,2024-01-14,284,Null,4,Null,Null,189,473
San Diego,Chicago,2024-01-07,2024-01-12,284,Null,5,Null,Null,1058,1342
Seattle,San Francisco,2024-01-07,2024-01-09,287,Null,4,Null,Null,260,547
Seattle,San Francisco,2024-01-07,2024-01-13,287,Null,5,Null,Null,1491,1778
NYC,San Francisco,2024-01-07,2024-01-09,236,Null,4,Null,Null,260,496
NYC,San Francisco,2024-01-07,2024-01-11,236,Null,5,Null,Null,1491,1727
Chicago,San Francisco,2024-01-07,2024-01-11,235,Null,4,Null,Null,260,495
Chicago,San Francisco,2024-01-07,2024-01-08,235,Null,5,Null,Null,1491,1726
Los Angeles,San Francisco,2024-01-07,2024-01-14,129,Null,4,Null,Null,260,389
Los Angeles,San Francisco,2024-01-07,2024-01-09,129,Null,5,Null,Null,1491,1620
San Diego,San Francisco,2024-01-07,2024-01-13,209,Null,4,Null,Null,260,469
San Diego,San Francisco,2024-01-07,2024-01-09,209,Null,5,Null,Null,1491,1700
Seattle,Los Angeles,2024-01-07,2024-01-09,178,Null,4,Null,Null,267,445
Seattle,Los Angeles,2024-01-07,2024-01-08,178,Null,5,Null,Null,2999,3177
NYC,Los Angeles,2024-01-07,2024-01-12,265,Null,4,Null,Null,267,532
NYC,Los Angeles,2024-01-07,2024-01-13,265,Null,5,Null,Null,2999,3264
Chicago,Los Angeles,2024-01-07,2024-01-10,211,Null,4,Null,Null,267,478
Chicago,Los Angeles,2024-01-07,2024-01-10,211,Null,5,Null,Null,2999,3210
San Francisco,Los Angeles,2024-01-07,2024-01-14,135,Null,4,Null,Null,267,402
San Francisco,Los Angeles,2024-01-07,2024-01-12,135,Null,5,Null,Null,2999,3134
San Diego,Los Angeles,2024-01-07,2024-01-12,157,Null,4,Null,Null,267,424
San Diego,Los Angeles,2024-01-07,2024-01-11,157,Null,5,Null,Null,2999,3156
Seattle,San Diego,2024-01-07,2024-01-08,179,Null,4,Null,Null,390,569
Seattle,San Diego,2024-01-07,2024-01-11,179,Null,5,Null,Null,718,897
NYC,San Diego,2024-01-07,2024-01-11,198,Null,4,Null,Null,390,588
NYC,San Diego,2024-01-07,2024-01-10,198,Null,5,Null,Null,718,916
Chicago,San Diego,2024-01-07,2024-01-12,233,Null,4,Null,Null,390,623
Chicago,San Diego,2024-01-07,2024-01-11,233,Null,5,Null,Null,718,951
San Francisco,San Diego,2024-01-07,2024-01-08,198,Null,4,Null,Null,390,588
San Francisco,San Diego,2024-01-07,2024-01-10,198,Null,5,Null,Null,718,916
Los Angeles,San Diego,2024-01-07,2024-01-10,154,Null,4,Null,Null,390,544
Los Angeles,San Diego,2024-01-07,2024-01-11,154,Null,5,Null,Null,718,872
NYC,Seattle,2024-01-07,2024-01-13,342,Null,4,Null,Null,263,605
NYC,Seattle,2024-01-07,2024-01-10,342,Null,5,Null,Null,863,1205
Chicago,Seattle,2024-01-07,2024-01-13,244,Null,4,Null,Null,263,507
Chicago,Seattle,2024-01-07,2024-01-08,244,Null,5,Null,Null,863,1107
San Francisco,Seattle,2024-01-07,2024-01-11,278,Null,4,Null,Null,263,541
San Francisco,Seattle,2024-01-07,2024-01-12,278,Null,5,Null,Null,863,1141
Los Angeles,Seattle,2024-01-07,2024-01-09,165,Null,4,Null,Null,263,428
Los Angeles,Seattle,2024-01-07,2024-01-10,165,Null,5,Null,Null,863,1028
San Diego,Seattle,2024-01-07,2024-01-10,209,Null,4,Null,Null,263,472
San Diego,Seattle,2024-01-07,2024-01-12,209,Null,5,Null,Null,863,1072
Seattle,NYC,2024-01-08,2024-01-13,289,Null,4,Null,Null,416,705
Seattle,NYC,2024-01-08,2024-01-10,289,Null,5,Null,Null,1686,1975
Chicago,NYC,2024-01-08,2024-01-13,166,Null,4,Null,Null,416,582
Chicago,NYC,2024-01-08,2024-01-15,166,Null,5,Null,Null,1686,1852
San Francisco,NYC,2024-01-08,2024-01-11,176,Null,4,Null,Null,416,592
San Francisco,NYC,2024-01-08,2024-01-11,176,Null,5,Null,Null,1686,1862
Los Angeles,NYC,2024-01-08,2024-01-15,200,Null,4,Null,Null,416,616
Los Angeles,NYC,2024-01-08,2024-01-15,200,Null,5,Null,Null,1686,1886
San Diego,NYC,2024-01-08,2024-01-14,148,Null,4,Null,Null,416,564
San Diego,NYC,2024-01-08,2024-01-14,148,Null,5,Null,Null,1686,1834
Seattle,Chicago,2024-01-08,2024-01-10,208,Null,4,Null,Null,198,406
Seattle,Chicago,2024-01-08,2024-01-15,208,Null,5,Null,Null,1295,1503
NYC,Chicago,2024-01-08,2024-01-11,157,Null,4,Null,Null,198,355
NYC,Chicago,2024-01-08,2024-01-09,157,Null,5,Null,Null,1295,1452
San Francisco,Chicago,2024-01-08,2024-01-13,196,Null,4,Null,Null,198,394
San Francisco,Chicago,2024-01-08,2024-01-14,196,Null,5,Null,Null,1295,1491
Los Angeles,Chicago,2024-01-08,2024-01-10,143,Null,4,Null,Null,198,341
Los Angeles,Chicago,2024-01-08,2024-01-14,143,Null,5,Null,Null,1295,1438
San Diego,Chicago,2024-01-08,2024-01-09,174,Null,4,Null,Null,198,372
San Diego,Chicago,2024-01-08,2024-01-09,174,Null,5,Null,Null,1295,1469
Seattle,San Francisco,2024-01-08,2024-01-15,219,Null,4,Null,Null,196,415
Seattle,San Francisco,2024-01-08,2024-01-15,219,Null,5,Null,Null,432,651
NYC,San Francisco,2024-01-08,2024-01-11,166,Null,4,Null,Null,196,362
NYC,San Francisco,2024-01-08,2024-01-15,166,Null,5,Null,Null,432,598
Chicago,San Francisco,2024-01-08,2024-01-15,159,Null,4,Null,Null,196,355
Chicago,San Francisco,2024-01-08,2024-01-12,159,Null,5,Null,Null,432,591
Los Angeles,San Francisco,2024-01-08,2024-01-12,61,Null,4,Null,Null,196,257
Los Angeles,San Francisco,2024-01-08,2024-01-09,61,Null,5,Null,Null,432,493
San Diego,San Francisco,2024-01-08,2024-01-14,100,Null,4,Null,Null,196,296
San Diego,San Francisco,2024-01-08,2024-01-11,100,Null,5,Null,Null,432,532
Seattle,Los Angeles,2024-01-08,2024-01-13,131,Null,4,Null,Null,233,364
Seattle,Los Angeles,2024-01-08,2024-01-14,131,Null,5,Null,Null,1010,1141
NYC,Los Angeles,2024-01-08,2024-01-09,199,Null,4,Null,Null,233,432
NYC,Los Angeles,2024-01-08,2024-01-10,199,Null,5,Null,Null,1010,1209
Chicago,Los Angeles,2024-01-08,2024-01-10,167,Null,4,Null,Null,233,400
Chicago,Los Angeles,2024-01-08,2024-01-11,167,Null,5,Null,Null,1010,1177
San Francisco,Los Angeles,2024-01-08,2024-01-09,87,Null,4,Null,Null,233,320
San Francisco,Los Angeles,2024-01-08,2024-01-10,87,Null,5,Null,Null,1010,1097
San Diego,Los Angeles,2024-01-08,2024-01-14,90,Null,4,Null,Null,233,323
San Diego,Los Angeles,2024-01-08,2024-01-15,90,Null,5,Null,Null,1010,1100
Seattle,San Diego,2024-01-08,2024-01-10,121,Null,4,Null,Null,333,454
Seattle,San Diego,2024-01-08,2024-01-13,121,Null,5,Null,Null,379,500
NYC,San Diego,2024-01-08,2024-01-09,135,Null,4,Null,Null,333,468
NYC,San Diego,2024-01-08,2024-01-10,135,Null,5,Null,Null,379,514
Chicago,San Diego,2024-01-08,2024-01-11,166,Null,4,Null,Null,333,499
Chicago,San Diego,2024-01-08,2024-01-10,166,Null,5,Null,Null,379,545
San Francisco,San Diego,2024-01-08,2024-01-11,141,Null,4,Null,Null,333,474
San Francisco,San Diego,2024-01-08,2024-01-10,141,Null,5,Null,Null,379,520
Los Angeles,San Diego,2024-01-08,2024-01-13,78,Null,4,Null,Null,333,411
Los Angeles,San Diego,2024-01-08,2024-01-14,78,Null,5,Null,Null,379,457
NYC,Seattle,2024-01-08,2024-01-11,245,Null,4,Null,Null,242,487
NYC,Seattle,2024-01-08,2024-01-11,245,Null,5,Null,Null,1031,1276
Chicago,Seattle,2024-01-08,2024-01-13,174,Null,4,Null,Null,242,416
Chicago,Seattle,2024-01-08,2024-01-14,174,Null,5,Null,Null,1031,1205
San Francisco,Seattle,2024-01-08,2024-01-15,200,Null,4,Null,Null,242,442
San Francisco,Seattle,2024-01-08,2024-01-12,200,Null,5,Null,Null,1031,1231
Los Angeles,Seattle,2024-01-08,2024-01-12,99,Null,4,Null,Null,242,341
Los Angeles,Seattle,2024-01-08,2024-01-15,99,Null,5,Null,Null,1031,1130
San Diego,Seattle,2024-01-08,2024-01-12,100,Null,4,Null,Null,242,342
San Diego,Seattle,2024-01-08,2024-01-13,100,Null,5,Null,Null,1031,1131
Seattle,NYC,2024-01-09,2024-01-14,192,Null,4,Null,Null,290,482
Seattle,NYC,2024-01-09,2024-01-14,192,Null,5,Null,Null,1156,1348
Chicago,NYC,2024-01-09,2024-01-15,111,Null,4,Null,Null,290,401
Chicago,NYC,2024-01-09,2024-01-16,111,Null,5,Null,Null,1156,1267
San Francisco,NYC,2024-01-09,2024-01-15,109,Null,4,Null,Null,290,399
San Francisco,NYC,2024-01-09,2024-01-16,109,Null,5,Null,Null,1156,1265
Los Angeles,NYC,2024-01-09,2024-01-11,193,Null,4,Null,Null,290,483
Los Angeles,NYC,2024-01-09,2024-01-16,193,Null,5,Null,Null,1156,1349
San Diego,NYC,2024-01-09,2024-01-16,109,Null,4,Null,Null,290,399
San Diego,NYC,2024-01-09,2024-01-15,109,Null,5,Null,Null,1156,1265
Seattle,Chicago,2024-01-09,2024-01-10,79,Null,4,Null,Null,214,293
Seattle,Chicago,2024-01-09,2024-01-14,79,Null,5,Null,Null,1361,1440
NYC,Chicago,2024-01-09,2024-01-14,110,Null,4,Null,Null,214,324
NYC,Chicago,2024-01-09,2024-01-12,110,Null,5,Null,Null,1361,1471
San Francisco,Chicago,2024-01-09,2024-01-10,94,Null,4,Null,Null,214,308
San Francisco,Chicago,2024-01-09,2024-01-13,94,Null,5,Null,Null,1361,1455
Los Angeles,Chicago,2024-01-09,2024-01-15,68,Null,4,Null,Null,214,282
Los Angeles,Chicago,2024-01-09,2024-01-10,68,Null,5,Null,Null,1361,1429
San Diego,Chicago,2024-01-09,2024-01-15,79,Null,4,Null,Null,214,293
San Diego,Chicago,2024-01-09,2024-01-11,79,Null,5,Null,Null,1361,1440
Seattle,San Francisco,2024-01-09,2024-01-10,100,Null,4,Null,Null,190,290
Seattle,San Francisco,2024-01-09,2024-01-11,100,Null,5,Null,Null,729,829
NYC,San Francisco,2024-01-09,2024-01-12,120,Null,4,Null,Null,190,310
NYC,San Francisco,2024-01-09,2024-01-15,120,Null,5,Null,Null,729,849
Chicago,San Francisco,2024-01-09,2024-01-16,94,Null,4,Null,Null,190,284
Chicago,San Francisco,2024-01-09,2024-01-10,94,Null,5,Null,Null,729,823
Los Angeles,San Francisco,2024-01-09,2024-01-12,59,Null,4,Null,Null,190,249
Los Angeles,San Francisco,2024-01-09,2024-01-13,59,Null,5,Null,Null,729,788
San Diego,San Francisco,2024-01-09,2024-01-15,69,Null,4,Null,Null,190,259
San Diego,San Francisco,2024-01-09,2024-01-13,69,Null,5,Null,Null,729,798
Seattle,Los Angeles,2024-01-09,2024-01-12,67,Null,4,Null,Null,244,311
Seattle,Los Angeles,2024-01-09,2024-01-11,67,Null,5,Null,Null,2942,3009
NYC,Los Angeles,2024-01-09,2024-01-15,191,Null,4,Null,Null,244,435
NYC,Los Angeles,2024-01-09,2024-01-14,191,Null,5,Null,Null,2942,3133
Chicago,Los Angeles,2024-01-09,2024-01-12,73,Null,4,Null,Null,244,317
Chicago,Los Angeles,2024-01-09,2024-01-16,73,Null,5,Null,Null,2942,3015
San Francisco,Los Angeles,2024-01-09,2024-01-16,66,Null,4,Null,Null,244,310
San Francisco,Los Angeles,2024-01-09,2024-01-14,66,Null,5,Null,Null,2942,3008
San Diego,Los Angeles,2024-01-09,2024-01-13,58,Null,4,Null,Null,244,302
San Diego,Los Angeles,2024-01-09,2024-01-14,58,Null,5,Null,Null,2942,3000
Seattle,San Diego,2024-01-09,2024-01-11,77,Null,4,Null,Null,359,436
Seattle,San Diego,2024-01-09,2024-01-15,77,Null,5,Null,Null,798,875
NYC,San Diego,2024-01-09,2024-01-10,109,Null,4,Null,Null,359,468
NYC,San Diego,2024-01-09,2024-01-12,109,Null,5,Null,Null,798,907
Chicago,San Diego,2024-01-09,2024-01-11,79,Null,4,Null,Null,359,438
Chicago,San Diego,2024-01-09,2024-01-16,79,Null,5,Null,Null,798,877
San Francisco,San Diego,2024-01-09,2024-01-12,69,Null,4,Null,Null,359,428
San Francisco,San Diego,2024-01-09,2024-01-16,69,Null,5,Null,Null,798,867
Los Angeles,San Diego,2024-01-09,2024-01-10,51,Null,4,Null,Null,359,410
Los Angeles,San Diego,2024-01-09,2024-01-11,51,Null,5,Null,Null,798,849
NYC,Seattle,2024-01-09,2024-01-13,180,Null,4,Null,Null,178,358
NYC,Seattle,2024-01-09,2024-01-13,180,Null,5,Null,Null,331,511
Chicago,Seattle,2024-01-09,2024-01-13,71,Null,4,Null,Null,178,249
Chicago,Seattle,2024-01-09,2024-01-12,71,Null,5,Null,Null,331,402
San Francisco,Seattle,2024-01-09,2024-01-11,77,Null,4,Null,Null,178,255
San Francisco,Seattle,2024-01-09,2024-01-12,77,Null,5,Null,Null,331,408
Los Angeles,Seattle,2024-01-09,2024-01-12,71,Null,4,Null,Null,178,249
Los Angeles,Seattle,2024-01-09,2024-01-15,71,Null,5,Null,Null,331,402
San Diego,Seattle,2024-01-09,2024-01-13,74,Null,4,Null,Null,178,252
San Diego,Seattle,2024-01-09,2024-01-16,74,Null,5,Null,Null,331,405
Seattle,NYC,2024-01-10,2024-01-15,180,Null,4,Null,Null,281,461
Seattle,NYC,2024-01-10,2024-01-16,180,Null,5,Null,Null,1201,1381
Chicago,NYC,2024-01-10,2024-01-11,105,Null,4,Null,Null,281,386
Chicago,NYC,2024-01-10,2024-01-16,105,Null,5,Null,Null,1201,1306
San Francisco,NYC,2024-01-10,2024-01-12,106,Null,4,Null,Null,281,387
San Francisco,NYC,2024-01-10,2024-01-14,106,Null,5,Null,Null,1201,1307
Los Angeles,NYC,2024-01-10,2024-01-11,187,Null,4,Null,Null,281,468
Los Angeles,NYC,2024-01-10,2024-01-12,187,Null,5,Null,Null,1201,1388
San Diego,NYC,2024-01-10,2024-01-13,103,Null,4,Null,Null,281,384
San Diego,NYC,2024-01-10,2024-01-12,103,Null,5,Null,Null,1201,1304
Seattle,Chicago,2024-01-10,2024-01-15,70,Null,4,Null,Null,173,243
Seattle,Chicago,2024-01-10,2024-01-17,70,Null,5,Null,Null,284,354
NYC,Chicago,2024-01-10,2024-01-15,83,Null,4,Null,Null,173,256
NYC,Chicago,2024-01-10,2024-01-12,83,Null,5,Null,Null,284,367
San Francisco,Chicago,2024-01-10,2024-01-12,79,Null,4,Null,Null,173,252
San Francisco,Chicago,2024-01-10,2024-01-11,79,Null,5,Null,Null,284,363
Los Angeles,Chicago,2024-01-10,2024-01-16,96,Null,4,Null,Null,173,269
Los Angeles,Chicago,2024-01-10,2024-01-12,96,Null,5,Null,Null,284,380
San Diego,Chicago,2024-01-10,2024-01-14,79,Null,4,Null,Null,173,252
San Diego,Chicago,2024-01-10,2024-01-12,79,Null,5,Null,Null,284,363
Seattle,San Francisco,2024-01-10,2024-01-13,74,Null,4,Null,Null,187,261
Seattle,San Francisco,2024-01-10,2024-01-11,74,Null,5,Null,Null,1520,1594
NYC,San Francisco,2024-01-10,2024-01-14,109,Null,4,Null,Null,187,296
NYC,San Francisco,2024-01-10,2024-01-14,109,Null,5,Null,Null,1520,1629
Chicago,San Francisco,2024-01-10,2024-01-13,93,Null,4,Null,Null,187,280
Chicago,San Francisco,2024-01-10,2024-01-13,93,Null,5,Null,Null,1520,1613
Los Angeles,San Francisco,2024-01-10,2024-01-17,58,Null,4,Null,Null,187,245
Los Angeles,San Francisco,2024-01-10,2024-01-16,58,Null,5,Null,Null,1520,1578
San Diego,San Francisco,2024-01-10,2024-01-15,63,Null,4,Null,Null,187,250
San Diego,San Francisco,2024-01-10,2024-01-17,63,Null,5,Null,Null,1520,1583
Seattle,Los Angeles,2024-01-10,2024-01-17,63,Null,4,Null,Null,234,297
Seattle,Los Angeles,2024-01-10,2024-01-13,63,Null,5,Null,Null,2862,2925
NYC,Los Angeles,2024-01-10,2024-01-11,182,Null,4,Null,Null,234,416
NYC,Los Angeles,2024-01-10,2024-01-12,182,Null,5,Null,Null,2862,3044
Chicago,Los Angeles,2024-01-10,2024-01-13,77,Null,4,Null,Null,234,311
Chicago,Los Angeles,2024-01-10,2024-01-13,77,Null,5,Null,Null,2862,2939
San Francisco,Los Angeles,2024-01-10,2024-01-13,49,Null,4,Null,Null,234,283
San Francisco,Los Angeles,2024-01-10,2024-01-12,49,Null,5,Null,Null,2862,2911
San Diego,Los Angeles,2024-01-10,2024-01-17,44,Null,4,Null,Null,234,278
San Diego,Los Angeles,2024-01-10,2024-01-17,44,Null,5,Null,Null,2862,2906
Seattle,San Diego,2024-01-10,2024-01-12,76,Null,4,Null,Null,355,431
Seattle,San Diego,2024-01-10,2024-01-14,76,Null,5,Null,Null,965,1041
NYC,San Diego,2024-01-10,2024-01-14,111,Null,4,Null,Null,355,466
NYC,San Diego,2024-01-10,2024-01-13,111,Null,5,Null,Null,965,1076
Chicago,San Diego,2024-01-10,2024-01-15,79,Null,4,Null,Null,355,434
Chicago,San Diego,2024-01-10,2024-01-17,79,Null,5,Null,Null,965,1044
San Francisco,San Diego,2024-01-10,2024-01-12,60,Null,4,Null,Null,355,415
San Francisco,San Diego,2024-01-10,2024-01-14,60,Null,5,Null,Null,965,1025
Los Angeles,San Diego,2024-01-10,2024-01-17,43,Null,4,Null,Null,355,398
Los Angeles,San Diego,2024-01-10,2024-01-13,43,Null,5,Null,Null,965,1008
NYC,Seattle,2024-01-10,2024-01-11,173,Null,4,Null,Null,217,390
NYC,Seattle,2024-01-10,2024-01-17,173,Null,5,Null,Null,1387,1560
Chicago,Seattle,2024-01-10,2024-01-15,73,Null,4,Null,Null,217,290
Chicago,Seattle,2024-01-10,2024-01-17,73,Null,5,Null,Null,1387,1460
San Francisco,Seattle,2024-01-10,2024-01-14,74,Null,4,Null,Null,217,291
San Francisco,Seattle,2024-01-10,2024-01-15,74,Null,5,Null,Null,1387,1461
Los Angeles,Seattle,2024-01-10,2024-01-17,61,Null,4,Null,Null,217,278
Los Angeles,Seattle,2024-01-10,2024-01-16,61,Null,5,Null,Null,1387,1448
San Diego,Seattle,2024-01-10,2024-01-17,65,Null,4,Null,Null,217,282
San Diego,Seattle,2024-01-10,2024-01-11,65,Null,5,Null,Null,1387,1452
Seattle,NYC,2024-01-11,2024-01-17,171,Null,4,Null,Null,416,587
Seattle,NYC,2024-01-11,2024-01-14,171,Null,5,Null,Null,1838,2009
Chicago,NYC,2024-01-11,2024-01-13,103,Null,4,Null,Null,416,519
Chicago,NYC,2024-01-11,2024-01-14,103,Null,5,Null,Null,1838,1941
San Francisco,NYC,2024-01-11,2024-01-16,105,Null,4,Null,Null,416,521
San Francisco,NYC,2024-01-11,2024-01-15,105,Null,5,Null,Null,1838,1943
Los Angeles,NYC,2024-01-11,2024-01-15,181,Null,4,Null,Null,416,597
Los Angeles,NYC,2024-01-11,2024-01-15,181,Null,5,Null,Null,1838,2019
San Diego,NYC,2024-01-11,2024-01-12,97,Null,4,Null,Null,416,513
San Diego,NYC,2024-01-11,2024-01-16,97,Null,5,Null,Null,1838,1935
Seattle,Chicago,2024-01-11,2024-01-14,62,Null,4,Null,Null,199,261
Seattle,Chicago,2024-01-11,2024-01-15,62,Null,5,Null,Null,1052,1114
NYC,Chicago,2024-01-11,2024-01-13,91,Null,4,Null,Null,199,290
NYC,Chicago,2024-01-11,2024-01-13,91,Null,5,Null,Null,1052,1143
San Francisco,Chicago,2024-01-11,2024-01-13,76,Null,4,Null,Null,199,275
San Francisco,Chicago,2024-01-11,2024-01-18,76,Null,5,Null,Null,1052,1128
Los Angeles,Chicago,2024-01-11,2024-01-14,64,Null,4,Null,Null,199,263
Los Angeles,Chicago,2024-01-11,2024-01-13,64,Null,5,Null,Null,1052,1116
San Diego,Chicago,2024-01-11,2024-01-14,74,Null,4,Null,Null,199,273
San Diego,Chicago,2024-01-11,2024-01-14,74,Null,5,Null,Null,1052,1126
Seattle,San Francisco,2024-01-11,2024-01-13,65,Null,4,Null,Null,213,278
Seattle,San Francisco,2024-01-11,2024-01-17,65,Null,5,Null,Null,969,1034
NYC,San Francisco,2024-01-11,2024-01-18,101,Null,4,Null,Null,213,314
NYC,San Francisco,2024-01-11,2024-01-16,101,Null,5,Null,Null,969,1070
Chicago,San Francisco,2024-01-11,2024-01-16,88,Null,4,Null,Null,213,301
Chicago,San Francisco,2024-01-11,2024-01-14,88,Null,5,Null,Null,969,1057
Los Angeles,San Francisco,2024-01-11,2024-01-12,56,Null,4,Null,Null,213,269
Los Angeles,San Francisco,2024-01-11,2024-01-14,56,Null,5,Null,Null,969,1025
San Diego,San Francisco,2024-01-11,2024-01-16,56,Null,4,Null,Null,213,269
San Diego,San Francisco,2024-01-11,2024-01-15,56,Null,5,Null,Null,969,1025
Seattle,Los Angeles,2024-01-11,2024-01-17,57,Null,4,Null,Null,271,328
Seattle,Los Angeles,2024-01-11,2024-01-15,57,Null,5,Null,Null,2967,3024
NYC,Los Angeles,2024-01-11,2024-01-12,172,Null,4,Null,Null,271,443
NYC,Los Angeles,2024-01-11,2024-01-16,172,Null,5,Null,Null,2967,3139
Chicago,Los Angeles,2024-01-11,2024-01-14,62,Null,4,Null,Null,271,333
Chicago,Los Angeles,2024-01-11,2024-01-17,62,Null,5,Null,Null,2967,3029
San Francisco,Los Angeles,2024-01-11,2024-01-18,49,Null,4,Null,Null,271,320
San Francisco,Los Angeles,2024-01-11,2024-01-15,49,Null,5,Null,Null,2967,3016
San Diego,Los Angeles,2024-01-11,2024-01-18,35,Null,4,Null,Null,271,306
San Diego,Los Angeles,2024-01-11,2024-01-17,35,Null,5,Null,Null,2967,3002
Seattle,San Diego,2024-01-11,2024-01-15,70,Null,4,Null,Null,359,429
