Origin,City,Date,Flight Price,Hotel Name,Stars,Address,Amenities,Night Price($)
Chicago,NYC,2024-01-08,166,Null,5,Null,Null,1686
San Francisco,NYC,2024-01-08,176,Null,4,Null,Null,416
San Francisco,NYC,2024-01-08,176,Null,5,Null,Null,1686
Los Angeles,NYC,2024-01-08,200,Null,4,Null,Null,416
Los Angeles,NYC,2024-01-08,200,Null,5,Null,Null,1686
San Diego,NYC,2024-01-08,148,Null,4,Null,Null,416
San Diego,NYC,2024-01-08,148,Null,5,Null,Null,1686
Seattle,Chicago,2024-01-08,208,Null,4,Null,Null,198
Seattle,Chicago,2024-01-08,208,Null,5,Null,Null,1295
NYC,Chicago,2024-01-08,157,Null,4,Null,Null,198
NYC,Chicago,2024-01-08,157,Null,5,Null,Null,1295
San Francisco,Chicago,2024-01-08,196,Null,4,Null,Null,198
San Francisco,Chicago,2024-01-08,196,Null,5,Null,Null,1295
Los Angeles,Chicago,2024-01-08,143,Null,4,Null,Null,198
Los Angeles,Chicago,2024-01-08,143,Null,5,Null,Null,1295
San Diego,Chicago,2024-01-08,174,Null,4,Null,Null,198
San Diego,Chicago,2024-01-08,174,Null,5,Null,Null,1295
Seattle,San Francisco,2024-01-08,219,Null,4,Null,Null,196
Seattle,San Francisco,2024-01-08,219,Null,5,Null,Null,432
NYC,San Francisco,2024-01-08,166,Null,4,Null,Null,196
NYC,San Francisco,2024-01-08,166,Null,5,Null,Null,432
Chicago,San Francisco,2024-01-08,159,Null,4,Null,Null,196
Chicago,San Francisco,2024-01-08,159,Null,5,Null,Null,432
Los Angeles,San Francisco,2024-01-08,61,Null,4,Null,Null,196
Los Angeles,San Francisco,2024-01-08,61,Null,5,Null,Null,432
San Diego,San Francisco,2024-01-08,100,Null,4,Null,Null,196
San Diego,San Francisco,2024-01-08,100,Null,5,Null,Null,432
Seattle,Los Angeles,2024-01-08,131,Null,4,Null,Null,233
Seattle,Los Angeles,2024-01-08,131,Null,5,Null,Null,1010
NYC,Los Angeles,2024-01-08,199,Null,4,Null,Null,233
NYC,Los Angeles,2024-01-08,199,Null,5,Null,Null,1010
Chicago,Los Angeles,2024-01-08,167,Null,4,Null,Null,233
Chicago,Los Angeles,2024-01-08,167,Null,5,Null,Null,1010
San Francisco,Los Angeles,2024-01-08,87,Null,4,Null,Null,233
San Francisco,Los Angeles,2024-01-08,87,Null,5,Null,Null,1010
San Diego,Los Angeles,2024-01-08,90,Null,4,Null,Null,233
San Diego,Los Angeles,2024-01-08,90,Null,5,Null,Null,1010
Seattle,San Diego,2024-01-08,121,Null,4,Null,Null,333
Seattle,San Diego,2024-01-08,121,Null,5,Null,Null,379
NYC,San Diego,2024-01-08,135,Null,4,Null,Null,333
NYC,San Diego,2024-01-08,135,Null,5,Null,Null,379
Chicago,San Diego,2024-01-08,166,Null,4,Null,Null,333
Chicago,San Diego,2024-01-08,166,Null,5,Null,Null,379
San Francisco,San Diego,2024-01-08,141,Null,4,Null,Null,333
San Francisco,San Diego,2024-01-08,141,Null,5,Null,Null,379
Los Angeles,San Diego,2024-01-08,78,Null,4,Null,Null,333
Los Angeles,San Diego,2024-01-08,78,Null,5,Null,Null,379
NYC,Seattle,2024-01-08,245,Null,4,Null,Null,242
NYC,Seattle,2024-01-08,245,Null,5,Null,Null,1031
Chicago,Seattle,2024-01-08,174,Null,4,Null,Null,242
Chicago,Seattle,2024-01-08,174,Null,5,Null,Null,1031
San Francisco,Seattle,2024-01-08,200,Null,4,Null,Null,242
San Francisco,Seattle,2024-01-08,200,Null,5,Null,Null,1031
Los Angeles,Seattle,2024-01-08,99,Null,4,Null,Null,242
Los Angeles,Seattle,2024-01-08,99,Null,5,Null,Null,1031
San Diego,Seattle,2024-01-08,100,Null,4,Null,Null,242
San Diego,Seattle,2024-01-08,100,Null,5,Null,Null,1031
Seattle,NYC,2024-01-09,192,Null,4,Null,Null,290
Seattle,NYC,2024-01-09,192,Null,5,Null,Null,1156
Chicago,NYC,2024-01-09,111,Null,4,Null,Null,290
Chicago,NYC,2024-01-09,111,Null,5,Null,Null,1156
San Francisco,NYC,2024-01-09,109,Null,4,Null,Null,290
San Francisco,NYC,2024-01-09,109,Null,5,Null,Null,1156
Los Angeles,NYC,2024-01-09,193,Null,4,Null,Null,290
Los Angeles,NYC,2024-01-09,193,Null,5,Null,Null,1156
San Diego,NYC,2024-01-09,109,Null,4,Null,Null,290
San Diego,NYC,2024-01-09,109,Null,5,Null,Null,1156
Seattle,Chicago,2024-01-09,79,Null,4,Null,Null,214
Seattle,Chicago,2024-01-09,79,Null,5,Null,Null,1361
NYC,Chicago,2024-01-09,110,Null,4,Null,Null,214
NYC,Chicago,2024-01-09,110,Null,5,Null,Null,1361
San Francisco,Chicago,2024-01-09,94,Null,4,Null,Null,214
San Francisco,Chicago,2024-01-09,94,Null,5,Null,Null,1361
Los Angeles,Chicago,2024-01-09,68,Null,4,Null,Null,214
Los Angeles,Chicago,2024-01-09,68,Null,5,Null,Null,1361
San Diego,Chicago,2024-01-09,79,Null,4,Null,Null,214
San Diego,Chicago,2024-01-09,79,Null,5,Null,Null,1361
Seattle,San Francisco,2024-01-09,100,Null,4,Null,Null,190
Seattle,San Francisco,2024-01-09,100,Null,5,Null,Null,729
NYC,San Francisco,2024-01-09,120,Null,4,Null,Null,190
NYC,San Francisco,2024-01-09,120,Null,5,Null,Null,729
Chicago,San Francisco,2024-01-09,94,Null,4,Null,Null,190
Chicago,San Francisco,2024-01-09,94,Null,5,Null,Null,729
Los Angeles,San Francisco,2024-01-09,59,Null,4,Null,Null,190
Los Angeles,San Francisco,2024-01-09,59,Null,5,Null,Null,729
San Diego,San Francisco,2024-01-09,69,Null,4,Null,Null,190
San Diego,San Francisco,2024-01-09,69,Null,5,Null,Null,729
Seattle,Los Angeles,2024-01-09,67,Null,4,Null,Null,244
Seattle,Los Angeles,2024-01-09,67,Null,5,Null,Null,2942
NYC,Los Angeles,2024-01-09,191,Null,4,Null,Null,244
NYC,Los Angeles,2024-01-09,191,Null,5,Null,Null,2942
Chicago,Los Angeles,2024-01-09,73,Null,4,Null,Null,244
Chicago,Los Angeles,2024-01-09,73,Null,5,Null,Null,2942
San Francisco,Los Angeles,2024-01-09,66,Null,4,Null,Null,244
San Francisco,Los Angeles,2024-01-09,66,Null,5,Null,Null,2942
San Diego,Los Angeles,2024-01-09,58,Null,4,Null,Null,244
San Diego,Los Angeles,2024-01-09,58,Null,5,Null,Null,2942
Seattle,San Diego,2024-01-09,77,Null,4,Null,Null,359
Seattle,San Diego,2024-01-09,77,Null,5,Null,Null,798
NYC,San Diego,2024-01-09,109,Null,4,Null,Null,359
NYC,San Diego,2024-01-09,109,Null,5,Null,Null,798
Chicago,San Diego,2024-01-09,79,Null,4,Null,Null,359
Chicago,San Diego,2024-01-09,79,Null,5,Null,Null,798
San Francisco,San Diego,2024-01-09,69,Null,4,Null,Null,359
San Francisco,San Diego,2024-01-09,69,Null,5,Null,Null,798
Los Angeles,San Diego,2024-01-09,51,Null,4,Null,Null,359
Los Angeles,San Diego,2024-01-09,51,Null,5,Null,Null,798
NYC,Seattle,2024-01-09,180,Null,4,Null,Null,178
NYC,Seattle,2024-01-09,180,Null,5,Null,Null,331
Chicago,Seattle,2024-01-09,71,Null,4,Null,Null,178
Chicago,Seattle,2024-01-09,71,Null,5,Null,Null,331
San Francisco,Seattle,2024-01-09,77,Null,4,Null,Null,178
San Francisco,Seattle,2024-01-09,77,Null,5,Null,Null,331
Los Angeles,Seattle,2024-01-09,71,Null,4,Null,Null,178
Los Angeles,Seattle,2024-01-09,71,Null,5,Null,Null,331
San Diego,Seattle,2024-01-09,74,Null,4,Null,Null,178
San Diego,Seattle,2024-01-09,74,Null,5,Null,Null,331
Seattle,NYC,2024-01-10,180,Null,4,Null,Null,281
Seattle,NYC,2024-01-10,180,Null,5,Null,Null,1201
Chicago,NYC,2024-01-10,105,Null,4,Null,Null,281
Chicago,NYC,2024-01-10,105,Null,5,Null,Null,1201
San Francisco,NYC,2024-01-10,106,Null,4,Null,Null,281
San Francisco,NYC,2024-01-10,106,Null,5,Null,Null,1201
Los Angeles,NYC,2024-01-10,187,Null,4,Null,Null,281
Los Angeles,NYC,2024-01-10,187,Null,5,Null,Null,1201
San Diego,NYC,2024-01-10,103,Null,4,Null,Null,281
San Diego,NYC,2024-01-10,103,Null,5,Null,Null,1201
Seattle,Chicago,2024-01-10,70,Null,4,Null,Null,173
Seattle,Chicago,2024-01-10,70,Null,5,Null,Null,284
NYC,Chicago,2024-01-10,83,Null,4,Null,Null,173
NYC,Chicago,2024-01-10,83,Null,5,Null,Null,284
San Francisco,Chicago,2024-01-10,79,Null,4,Null,Null,173
San Francisco,Chicago,2024-01-10,79,Null,5,Null,Null,284
Los Angeles,Chicago,2024-01-10,96,Null,4,Null,Null,173
Los Angeles,Chicago,2024-01-10,96,Null,5,Null,Null,284
San Diego,Chicago,2024-01-10,79,Null,4,Null,Null,173
San Diego,Chicago,2024-01-10,79,Null,5,Null,Null,284
Seattle,San Francisco,2024-01-10,74,Null,4,Null,Null,187
Seattle,San Francisco,2024-01-10,74,Null,5,Null,Null,1520
NYC,San Francisco,2024-01-10,109,Null,4,Null,Null,187
NYC,San Francisco,2024-01-10,109,Null,5,Null,Null,1520
Chicago,San Francisco,2024-01-10,93,Null,4,Null,Null,187
Chicago,San Francisco,2024-01-10,93,Null,5,Null,Null,1520
Los Angeles,San Francisco,2024-01-10,58,Null,4,Null,Null,187
Los Angeles,San Francisco,2024-01-10,58,Null,5,Null,Null,1520
San Diego,San Francisco,2024-01-10,63,Null,4,Null,Null,187
San Diego,San Francisco,2024-01-10,63,Null,5,Null,Null,1520
Seattle,Los Angeles,2024-01-10,63,Null,4,Null,Null,234
Seattle,Los Angeles,2024-01-10,63,Null,5,Null,Null,2862
NYC,Los Angeles,2024-01-10,182,Null,4,Null,Null,234
NYC,Los Angeles,2024-01-10,182,Null,5,Null,Null,2862
Chicago,Los Angeles,2024-01-10,77,Null,4,Null,Null,234
Chicago,Los Angeles,2024-01-10,77,Null,5,Null,Null,2862
San Francisco,Los Angeles,2024-01-10,49,Null,4,Null,Null,234
San Francisco,Los Angeles,2024-01-10,49,Null,5,Null,Null,2862
San Diego,Los Angeles,2024-01-10,44,Null,4,Null,Null,234
San Diego,Los Angeles,2024-01-10,44,Null,5,Null,Null,2862
Seattle,San Diego,2024-01-10,76,Null,4,Null,Null,355
Seattle,San Diego,2024-01-10,76,Null,5,Null,Null,965
NYC,San Diego,2024-01-10,111,Null,4,Null,Null,355
NYC,San Diego,2024-01-10,111,Null,5,Null,Null,965
Chicago,San Diego,2024-01-10,79,Null,4,Null,Null,355
Chicago,San Diego,2024-01-10,79,Null,5,Null,Null,965
San Francisco,San Diego,2024-01-10,60,Null,4,Null,Null,355
San Francisco,San Diego,2024-01-10,60,Null,5,Null,Null,965
Los Angeles,San Diego,2024-01-10,43,Null,4,Null,Null,355
Los Angeles,San Diego,2024-01-10,43,Null,5,Null,Null,965
NYC,Seattle,2024-01-10,173,Null,4,Null,Null,217
NYC,Seattle,2024-01-10,173,Null,5,Null,Null,1387
Chicago,Seattle,2024-01-10,73,Null,4,Null,Null,217
Chicago,Seattle,2024-01-10,73,Null,5,Null,Null,1387
San Francisco,Seattle,2024-01-10,74,Null,4,Null,Null,217
San Francisco,Seattle,2024-01-10,74,Null,5,Null,Null,1387
Los Angeles,Seattle,2024-01-10,61,Null,4,Null,Null,217
Los Angeles,Seattle,2024-01-10,61,Null,5,Null,Null,1387
San Diego,Seattle,2024-01-10,65,Null,4,Null,Null,217
San Diego,Seattle,2024-01-10,65,Null,5,Null,Null,1387
Seattle,NYC,2024-01-11,171,Null,4,Null,Null,416
Seattle,NYC,2024-01-11,171,Null,5,Null,Null,1838
Chicago,NYC,2024-01-11,103,Null,4,Null,Null,416
Chicago,NYC,2024-01-11,103,Null,5,Null,Null,1838
San Francisco,NYC,2024-01-11,105,Null,4,Null,Null,416
San Francisco,NYC,2024-01-11,105,Null,5,Null,Null,1838
Los Angeles,NYC,2024-01-11,181,Null,4,Null,Null,416
Los Angeles,NYC,2024-01-11,181,Null,5,Null,Null,1838
San Diego,NYC,2024-01-11,97,Null,4,Null,Null,416
San Diego,NYC,2024-01-11,97,Null,5,Null,Null,1838
Seattle,Chicago,2024-01-11,62,Null,4,Null,Null,199
Seattle,Chicago,2024-01-11,62,Null,5,Null,Null,1052
NYC,Chicago,2024-01-11,91,Null,4,Null,Null,199
NYC,Chicago,2024-01-11,91,Null,5,Null,Null,1052
San Francisco,Chicago,2024-01-11,76,Null,4,Null,Null,199
San Francisco,Chicago,2024-01-11,76,Null,5,Null,Null,1052
Los Angeles,Chicago,2024-01-11,64,Null,4,Null,Null,199
Los Angeles,Chicago,2024-01-11,64,Null,5,Null,Null,1052
San Diego,Chicago,2024-01-11,74,Null,4,Null,Null,199
San Diego,Chicago,2024-01-11,74,Null,5,Null,Null,1052
Seattle,San Francisco,2024-01-11,65,Null,4,Null,Null,213
Seattle,San Francisco,2024-01-11,65,Null,5,Null,Null,969
NYC,San Francisco,2024-01-11,101,Null,4,Null,Null,213
NYC,San Francisco,2024-01-11,101,Null,5,Null,Null,969
Chicago,San Francisco,2024-01-11,88,Null,4,Null,Null,213
Chicago,San Francisco,2024-01-11,88,Null,5,Null,Null,969
Los Angeles,San Francisco,2024-01-11,56,Null,4,Null,Null,213
Los Angeles,San Francisco,2024-01-11,56,Null,5,Null,Null,969
San Diego,San Francisco,2024-01-11,56,Null,4,Null,Null,213
San Diego,San Francisco,2024-01-11,56,Null,5,Null,Null,969
Seattle,Los Angeles,2024-01-11,57,Null,4,Null,Null,271
Seattle,Los Angeles,2024-01-11,57,Null,5,Null,Null,2967
NYC,Los Angeles,2024-01-11,172,Null,4,Null,Null,271
NYC,Los Angeles,2024-01-11,172,Null,5,Null,Null,2967
Chicago,Los Angeles,2024-01-11,62,Null,4,Null,Null,271
Chicago,Los Angeles,2024-01-11,62,Null,5,Null,Null,2967
San Francisco,Los Angeles,2024-01-11,49,Null,4,Null,Null,271
San Francisco,Los Angeles,2024-01-11,49,Null,5,Null,Null,2967
San Diego,Los Angeles,2024-01-11,35,Null,4,Null,Null,271
San Diego,Los Angeles,2024-01-11,35,Null,5,Null,Null,2967
Seattle,San Diego,2024-01-11,70,Null,4,Null,Null,359
Seattle,San Diego,2024-01-11,70,Null,5,Null,Null,676
NYC,San Diego,2024-01-11,103,Null,4,Null,Null,359
NYC,San Diego,2024-01-11,103,Null,5,Null,Null,676
Chicago,San Diego,2024-01-11,77,Null,4,Null,Null,359
Chicago,San Diego,2024-01-11,77,Null,5,Null,Null,676
San Francisco,San Diego,2024-01-11,55,Null,4,Null,Null,359
San Francisco,San Diego,2024-01-11,55,Null,5,Null,Null,676
Los Angeles,San Diego,2024-01-11,40,Null,4,Null,Null,359
Los Angeles,San Diego,2024-01-11,40,Null,5,Null,Null,676
NYC,Seattle,2024-01-11,160,Null,4,Null,Null,270
NYC,Seattle,2024-01-11,160,Null,5,Null,Null,990
Chicago,Seattle,2024-01-11,62,Null,4,Null,Null,270
Chicago,Seattle,2024-01-11,62,Null,5,Null,Null,990
San Francisco,Seattle,2024-01-11,66,Null,4,Null,Null,270
San Francisco,Seattle,2024-01-11,66,Null,5,Null,Null,990
Los Angeles,Seattle,2024-01-11,56,Null,4,Null,Null,270
Los Angeles,Seattle,2024-01-11,56,Null,5,Null,Null,990
San Diego,Seattle,2024-01-11,65,Null,4,Null,Null,270
San Diego,Seattle,2024-01-11,65,Null,5,Null,Null,990
Seattle,NYC,2024-01-12,184,Null,4,Null,Null,294
Seattle,NYC,2024-01-12,184,Null,5,Null,Null,522
Chicago,NYC,2024-01-12,157,Null,4,Null,Null,294
Chicago,NYC,2024-01-12,157,Null,5,Null,Null,522
San Francisco,NYC,2024-01-12,186,Null,4,Null,Null,294
San Francisco,NYC,2024-01-12,186,Null,5,Null,Null,522
Los Angeles,NYC,2024-01-12,210,Null,4,Null,Null,294
Los Angeles,NYC,2024-01-12,210,Null,5,Null,Null,522
San Diego,NYC,2024-01-12,191,Null,4,Null,Null,294
San Diego,NYC,2024-01-12,191,Null,5,Null,Null,522
Seattle,Chicago,2024-01-12,76,Null,4,Null,Null,143
Seattle,Chicago,2024-01-12,76,Null,5,Null,Null,1393
NYC,Chicago,2024-01-12,120,Null,4,Null,Null,143
NYC,Chicago,2024-01-12,120,Null,5,Null,Null,1393
San Francisco,Chicago,2024-01-12,175,Null,4,Null,Null,143
San Francisco,Chicago,2024-01-12,175,Null,5,Null,Null,1393
Los Angeles,Chicago,2024-01-12,159,Null,4,Null,Null,143
Los Angeles,Chicago,2024-01-12,159,Null,5,Null,Null,1393
San Diego,Chicago,2024-01-12,166,Null,4,Null,Null,143
San Diego,Chicago,2024-01-12,166,Null,5,Null,Null,1393
Seattle,San Francisco,2024-01-12,79,Null,4,Null,Null,235
Seattle,San Francisco,2024-01-12,79,Null,5,Null,Null,1286
NYC,San Francisco,2024-01-12,133,Null,4,Null,Null,235
NYC,San Francisco,2024-01-12,133,Null,5,Null,Null,1286
Chicago,San Francisco,2024-01-12,149,Null,4,Null,Null,235
Chicago,San Francisco,2024-01-12,149,Null,5,Null,Null,1286
Los Angeles,San Francisco,2024-01-12,71,Null,4,Null,Null,235
Los Angeles,San Francisco,2024-01-12,71,Null,5,Null,Null,1286
San Diego,San Francisco,2024-01-12,139,Null,4,Null,Null,235
San Diego,San Francisco,2024-01-12,139,Null,5,Null,Null,1286
Seattle,Los Angeles,2024-01-12,71,Null,4,Null,Null,229
Seattle,Los Angeles,2024-01-12,71,Null,5,Null,Null,3124
NYC,Los Angeles,2024-01-12,191,Null,4,Null,Null,229
NYC,Los Angeles,2024-01-12,191,Null,5,Null,Null,3124
Chicago,Los Angeles,2024-01-12,148,Null,4,Null,Null,229
Chicago,Los Angeles,2024-01-12,148,Null,5,Null,Null,3124
San Francisco,Los Angeles,2024-01-12,79,Null,4,Null,Null,229
San Francisco,Los Angeles,2024-01-12,79,Null,5,Null,Null,3124
San Diego,Los Angeles,2024-01-12,99,Null,4,Null,Null,229
San Diego,Los Angeles,2024-01-12,99,Null,5,Null,Null,3124
Seattle,San Diego,2024-01-12,74,Null,4,Null,Null,363
Seattle,San Diego,2024-01-12,74,Null,5,Null,Null,349
NYC,San Diego,2024-01-12,141,Null,4,Null,Null,363
NYC,San Diego,2024-01-12,141,Null,5,Null,Null,349
Chicago,San Diego,2024-01-12,143,Null,4,Null,Null,363
Chicago,San Diego,2024-01-12,143,Null,5,Null,Null,349
San Francisco,San Diego,2024-01-12,134,Null,4,Null,Null,363
San Francisco,San Diego,2024-01-12,134,Null,5,Null,Null,349
Los Angeles,San Diego,2024-01-12,89,Null,4,Null,Null,363
Los Angeles,San Diego,2024-01-12,89,Null,5,Null,Null,349
NYC,Seattle,2024-01-12,177,Null,4,Null,Null,190
NYC,Seattle,2024-01-12,177,Null,5,Null,Null,334
Chicago,Seattle,2024-01-12,88,Null,4,Null,Null,190
Chicago,Seattle,2024-01-12,88,Null,5,Null,Null,334
San Francisco,Seattle,2024-01-12,199,Null,4,Null,Null,190
San Francisco,Seattle,2024-01-12,199,Null,5,Null,Null,334
Los Angeles,Seattle,2024-01-12,100,Null,4,Null,Null,190
Los Angeles,Seattle,2024-01-12,100,Null,5,Null,Null,334
San Diego,Seattle,2024-01-12,154,Null,4,Null,Null,190
San Diego,Seattle,2024-01-12,154,Null,5,Null,Null,334
Seattle,NYC,2024-01-13,289,Null,4,Null,Null,444
Seattle,NYC,2024-01-13,289,Null,5,Null,Null,1480
Chicago,NYC,2024-01-13,171,Null,4,Null,Null,444
Chicago,NYC,2024-01-13,171,Null,5,Null,Null,1480
San Francisco,NYC,2024-01-13,188,Null,4,Null,Null,444
San Francisco,NYC,2024-01-13,188,Null,5,Null,Null,1480
Los Angeles,NYC,2024-01-13,229,Null,4,Null,Null,444
Los Angeles,NYC,2024-01-13,229,Null,5,Null,Null,1480
San Diego,NYC,2024-01-13,197,Null,4,Null,Null,444
San Diego,NYC,2024-01-13,197,Null,5,Null,Null,1480
Seattle,Chicago,2024-01-13,208,Null,4,Null,Null,254
Seattle,Chicago,2024-01-13,208,Null,5,Null,Null,481
NYC,Chicago,2024-01-13,170,Null,4,Null,Null,254
NYC,Chicago,2024-01-13,170,Null,5,Null,Null,481
San Francisco,Chicago,2024-01-13,191,Null,4,Null,Null,254
San Francisco,Chicago,2024-01-13,191,Null,5,Null,Null,481
Los Angeles,Chicago,2024-01-13,174,Null,4,Null,Null,254
Los Angeles,Chicago,2024-01-13,174,Null,5,Null,Null,481
San Diego,Chicago,2024-01-13,222,Null,4,Null,Null,254
San Diego,Chicago,2024-01-13,222,Null,5,Null,Null,481
Seattle,San Francisco,2024-01-13,217,Null,4,Null,Null,236
Seattle,San Francisco,2024-01-13,217,Null,5,Null,Null,1115
NYC,San Francisco,2024-01-13,174,Null,4,Null,Null,236
NYC,San Francisco,2024-01-13,174,Null,5,Null,Null,1115
Chicago,San Francisco,2024-01-13,176,Null,4,Null,Null,236
Chicago,San Francisco,2024-01-13,176,Null,5,Null,Null,1115
Los Angeles,San Francisco,2024-01-13,73,Null,4,Null,Null,236
Los Angeles,San Francisco,2024-01-13,73,Null,5,Null,Null,1115
San Diego,San Francisco,2024-01-13,149,Null,4,Null,Null,236
San Diego,San Francisco,2024-01-13,149,Null,5,Null,Null,1115
Seattle,Los Angeles,2024-01-13,128,Null,4,Null,Null,320
Seattle,Los Angeles,2024-01-13,128,Null,5,Null,Null,1751
NYC,Los Angeles,2024-01-13,216,Null,4,Null,Null,320
NYC,Los Angeles,2024-01-13,216,Null,5,Null,Null,1751
Chicago,Los Angeles,2024-01-13,179,Null,4,Null,Null,320
Chicago,Los Angeles,2024-01-13,179,Null,5,Null,Null,1751
San Francisco,Los Angeles,2024-01-13,78,Null,4,Null,Null,320
San Francisco,Los Angeles,2024-01-13,78,Null,5,Null,Null,1751
San Diego,Los Angeles,2024-01-13,127,Null,4,Null,Null,320
San Diego,Los Angeles,2024-01-13,127,Null,5,Null,Null,1751
Seattle,San Diego,2024-01-13,125,Null,4,Null,Null,394
Seattle,San Diego,2024-01-13,125,Null,5,Null,Null,1016
NYC,San Diego,2024-01-13,151,Null,4,Null,Null,394
NYC,San Diego,2024-01-13,151,Null,5,Null,Null,1016
Chicago,San Diego,2024-01-13,192,Null,4,Null,Null,394
Chicago,San Diego,2024-01-13,192,Null,5,Null,Null,1016
San Francisco,San Diego,2024-01-13,157,Null,4,Null,Null,394
San Francisco,San Diego,2024-01-13,157,Null,5,Null,Null,1016
Los Angeles,San Diego,2024-01-13,119,Null,4,Null,Null,394
Los Angeles,San Diego,2024-01-13,119,Null,5,Null,Null,1016
NYC,Seattle,2024-01-13,269,Null,4,Null,Null,222
NYC,Seattle,2024-01-13,269,Null,5,Null,Null,1616
Chicago,Seattle,2024-01-13,190,Null,4,Null,Null,222
Chicago,Seattle,2024-01-13,190,Null,5,Null,Null,1616
San Francisco,Seattle,2024-01-13,215,Null,4,Null,Null,222
San Francisco,Seattle,2024-01-13,215,Null,5,Null,Null,1616
Los Angeles,Seattle,2024-01-13,111,Null,4,Null,Null,222
Los Angeles,Seattle,2024-01-13,111,Null,5,Null,Null,1616
San Diego,Seattle,2024-01-13,166,Null,4,Null,Null,222
San Diego,Seattle,2024-01-13,166,Null,5,Null,Null,1616
Seattle,NYC,2024-01-14,288,Null,4,Null,Null,464
Seattle,NYC,2024-01-14,288,Null,5,Null,Null,823
Chicago,NYC,2024-01-14,167,Null,4,Null,Null,464
Chicago,NYC,2024-01-14,167,Null,5,Null,Null,823
San Francisco,NYC,2024-01-14,189,Null,4,Null,Null,464
San Francisco,NYC,2024-01-14,189,Null,5,Null,Null,823
Los Angeles,NYC,2024-01-14,221,Null,4,Null,Null,464
Los Angeles,NYC,2024-01-14,221,Null,5,Null,Null,823
San Diego,NYC,2024-01-14,193,Null,4,Null,Null,464
San Diego,NYC,2024-01-14,193,Null,5,Null,Null,823
Seattle,Chicago,2024-01-14,197,Null,4,Null,Null,241
Seattle,Chicago,2024-01-14,197,Null,5,Null,Null,624
NYC,Chicago,2024-01-14,156,Null,4,Null,Null,241
NYC,Chicago,2024-01-14,156,Null,5,Null,Null,624
San Francisco,Chicago,2024-01-14,196,Null,4,Null,Null,241
San Francisco,Chicago,2024-01-14,196,Null,5,Null,Null,624
Los Angeles,Chicago,2024-01-14,182,Null,4,Null,Null,241
Los Angeles,Chicago,2024-01-14,182,Null,5,Null,Null,624
San Diego,Chicago,2024-01-14,227,Null,4,Null,Null,241
San Diego,Chicago,2024-01-14,227,Null,5,Null,Null,624
Seattle,San Francisco,2024-01-14,201,Null,4,Null,Null,209
Seattle,San Francisco,2024-01-14,201,Null,5,Null,Null,706
NYC,San Francisco,2024-01-14,155,Null,4,Null,Null,209
NYC,San Francisco,2024-01-14,155,Null,5,Null,Null,706
Chicago,San Francisco,2024-01-14,176,Null,4,Null,Null,209
Chicago,San Francisco,2024-01-14,176,Null,5,Null,Null,706
Los Angeles,San Francisco,2024-01-14,76,Null,4,Null,Null,209
Los Angeles,San Francisco,2024-01-14,76,Null,5,Null,Null,706
San Diego,San Francisco,2024-01-14,161,Null,4,Null,Null,209
San Diego,San Francisco,2024-01-14,161,Null,5,Null,Null,706
Seattle,Los Angeles,2024-01-14,120,Null,4,Null,Null,327
Seattle,Los Angeles,2024-01-14,120,Null,5,Null,Null,1479
NYC,Los Angeles,2024-01-14,217,Null,4,Null,Null,327
NYC,Los Angeles,2024-01-14,217,Null,5,Null,Null,1479
Chicago,Los Angeles,2024-01-14,169,Null,4,Null,Null,327
Chicago,Los Angeles,2024-01-14,169,Null,5,Null,Null,1479
San Francisco,Los Angeles,2024-01-14,81,Null,4,Null,Null,327
San Francisco,Los Angeles,2024-01-14,81,Null,5,Null,Null,1479
San Diego,Los Angeles,2024-01-14,124,Null,4,Null,Null,327
San Diego,Los Angeles,2024-01-14,124,Null,5,Null,Null,1479
Seattle,San Diego,2024-01-14,119,Null,4,Null,Null,388
Seattle,San Diego,2024-01-14,119,Null,5,Null,Null,1012
